[23Dec2024 00:00:06.500] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-4, 12], pos: MutableBlockPos{x=-49, y=72, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:57.048] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=34, z=460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=33, z=460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=32, z=460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=34, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=33, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=32, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=34, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=33, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=32, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=34, z=462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=33, z=462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.049] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=32, z=462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=34, z=462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=33, z=462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=32, z=462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=34, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=33, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=32, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=34, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=33, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=32, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.050] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-350, y=34, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.051] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-350, y=33, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.051] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-350, y=32, z=463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.051] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-352, y=31, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.051] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 28], pos: MutableBlockPos{x=-351, y=31, z=461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:57.866] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 29], pos: MutableBlockPos{x=-368, y=47, z=470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:58.115] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 20], pos: MutableBlockPos{x=-350, y=46, z=320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:58.116] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 20], pos: MutableBlockPos{x=-350, y=45, z=320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:03:58.129] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-357, y=40, z=310}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.129] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=42, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.129] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=41, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.130] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=40, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.130] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-351, y=40, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.130] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-352, y=39, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.130] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-351, y=39, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.130] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-350, y=39, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.132] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-349, y=39, z=304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.132] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-355, y=39, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.132] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-354, y=40, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.133] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-354, y=39, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.133] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=41, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.134] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=40, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.134] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=39, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.134] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-352, y=41, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.135] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-352, y=40, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.135] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-352, y=39, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.136] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-351, y=41, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.136] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-351, y=40, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.136] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-351, y=39, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.137] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-350, y=41, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.138] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-350, y=40, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.138] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-22, 19], pos: MutableBlockPos{x=-350, y=39, z=305}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.138] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=41, z=306}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.138] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=40, z=306}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.138] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-23, 19], pos: MutableBlockPos{x=-353, y=39, z=306}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.945] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 25], pos: MutableBlockPos{x=-383, y=79, z=410}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:03:58.945] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 26], pos: MutableBlockPos{x=-382, y=77, z=416}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
